title,link,salary,company,area,update_time,exp_title,education,com_type
"20-22k, ELA/ ESL Teacher Science Teacher In Hebei",http://www.jobleadchina.com/job/4926,20K/MTH - 22K/MTH,Beijing risunhongwen International Culture Exchang,Others,"Post time: November 26, 2019",Experience: Entry Level,Bachelor,Others
Kindergarten Homeroom Teacher –Shangihai Pudong,http://www.jobleadchina.com/job/4925,22K/MTH - 30K/MTH,Intl Recruit,Shanghai,"Post time: November 26, 2019",Experience: Entry Level,Bachelor,Teaching Center
"ESL Teacher Position in Kindergarten in Foshan, Gu",http://www.jobleadchina.com/job/4924,16K/MTH - 19K/MTH,Intl Recruit,Others,"Post time: November 26, 2019",Experience: Entry Level,Bachelor,Teaching Center
18k-21k!!ESL English teacher needed in Guangzhou,http://www.jobleadchina.com/job/4922,18K/MTH - 21K/MTH,Intl Recruit,Guangzhou,"Post time: November 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
English homeroom teacher for International Kinderg,http://www.jobleadchina.com/job/4921,20K/MTH - 28K/MTH,Intl Recruit,Shanghai,"Post time: November 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
Looking for a Singaporean for International Kinder,http://www.jobleadchina.com/job/4920,35K/MTH - 50K/MTH,Intl Recruit,Shanghai,"Post time: November 25, 2019",Experience: Executive,Bachelor,Teaching Center
High salary and easy teaching jobs in China,http://www.jobleadchina.com/job/4919,12K/MTH - 25K/MTH,Beijing Dekuaixin Education Consulting,Others,"Post time: November 25, 2019",Experience: Associate,Bachelor,Teaching Center
20k-32k!!Mathematics teacher for International Sch,http://www.jobleadchina.com/job/4918,20K/MTH - 32K/MTH,Intl Recruit,Tianjin,"Post time: November 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
"10k-20k,ESL teacher in Ji lin ,liaoning, chongqing",http://www.jobleadchina.com/job/4917,10K/MTH - 20K/MTH,Beijing risunhongwen International Culture Exchang,Chongqing,"Post time: November 25, 2019",Experience: Entry Level,Bachelor,Others
ESL English teacher for International Kindergarten,http://www.jobleadchina.com/job/4916,16K/MTH - 23K/MTH,Intl Recruit,Others,"Post time: November 25, 2019",Experience: Entry Level,Bachelor,Teaching Center
English and Art teacher position for Kindergarten ,http://www.jobleadchina.com/job/4915,13K/MTH - 18K/MTH,Intl Recruit,Others,"Post time: November 22, 2019",Experience: Entry Level,Bachelor,Teaching Center
#asap English teacher position in Beijing (no offi,http://www.jobleadchina.com/job/4914,16K/MTH - 20K/MTH,Intl Recruit,Beijing,"Post time: November 22, 2019",Experience: Entry Level,Bachelor,Teaching Center
ESL English teacher positions in multiple cities a,http://www.jobleadchina.com/job/4913,12K/MTH - 18K/MTH,Intl Recruit,Others,"Post time: November 22, 2019",Experience: Entry Level,Bachelor,Teaching Center
#ASAP #ESL English teacher needed for Kindergarten,http://www.jobleadchina.com/job/4912,18K/MTH - 22K/MTH,Intl Recruit,Beijing,"Post time: November 22, 2019",Experience: Entry Level,Bachelor,Teaching Center
20-25k#ESL English Teacher Position for Internatio,http://www.jobleadchina.com/job/4911,20K/MTH - 25K/MTH,Intl Recruit,Beijing,"Post time: November 22, 2019",Experience: Entry Level,Bachelor,Teaching Center
Kindergarten Principal Position needed in Jiangsu/,http://www.jobleadchina.com/job/4910,38K/MTH - 42K/MTH,Intl Recruit,Others,"Post time: November 22, 2019",Experience: Entry Level,Bachelor,Teaching Center
High School Dean of Academic Affairs Needed in Han,http://www.jobleadchina.com/job/4909,0K/MTH - 0K/MTH,Intl Recruit,Others,"Post time: November 22, 2019",Experience: Entry Level,Bachelor,Teaching Center
ASAP #17k-24k# Vice Homeroom Teacher Needed for In,http://www.jobleadchina.com/job/4908,17K/MTH - 24K/MTH,Intl Recruit,Others,"Post time: November 22, 2019",Experience: Entry Level,Bachelor,Teaching Center
High salary and easy teaching jobs in China,http://www.jobleadchina.com/job/4907,12K/MTH - 25K/MTH,Beijing Dekuaixin Education Consulting,Others,"Post time: November 22, 2019",Experience: Associate,Bachelor,Teaching Center
Foreign Kindergarten Teacher,http://www.jobleadchina.com/job/4905,15K/MTH - 18K/MTH,Hailiang ECE,Hangzhou,"Post time: November 22, 2019",Experience: Associate,Bachelor,School
Needed a Full Time Teacher In Guangxi primary Scho,http://www.jobleadchina.com/job/4904,12K/MTH - 15K/MTH,Beijing Risun Hongwen,Others,"Post time: November 21, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
"17-23k, Guangzhou Kindergarten Needed ESL Teacher",http://www.jobleadchina.com/job/4903,17K/MTH - 23K/MTH,Beijing Risun Hongwen,Guangzhou,"Post time: November 21, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
Guangzhou Middle School Needed a History and liter,http://www.jobleadchina.com/job/4902,18K/MTH - 23K/MTH,Beijing Risun Hongwen,Others,"Post time: November 21, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
"Music Teacher Hire Now, Teaching In Tianjin City w",http://www.jobleadchina.com/job/4901,12K/MTH - 15K/MTH,Beijing Risun Hongwen,Tianjin,"Post time: November 21, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
#asap English and Art teacher for Kindergarten Stu,http://www.jobleadchina.com/job/4900,13K/MTH - 18K/MTH,Intl Recruit,Others,"Post time: November 21, 2019",Experience: Entry Level,Master,Teaching Center
Kindergarten Need a ESL Teacher In Kunshan City,http://www.jobleadchina.com/job/4899,12K/MTH - 16K/MTH,Beijing Risun Hongwen,Others,"Post time: November 21, 2019",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
ASAP#16-20k ESL English teacher needed in Beijing,http://www.jobleadchina.com/job/4898,16K/MTH - 20K/MTH,Intl Recruit,Beijing,"Post time: November 21, 2019",Experience: Entry Level,Bachelor,Teaching Center
"10k-20k,ESL teacher in Ji lin ,liaoning, chongqing",http://www.jobleadchina.com/job/4897,10K/MTH - 20K/MTH,Beijing risunhongwen International Culture Exchang,Chongqing,"Post time: November 21, 2019",Experience: Entry Level,Bachelor,Others
ESL English teacher positions in multiple cities a,http://www.jobleadchina.com/job/4896,12K/MTH - 18K/MTH,Intl Recruit,Others,"Post time: November 21, 2019",Experience: Entry Level,Bachelor,Teaching Center
ASAP▲20k-30k▲IB MYP Teacher needed for internation,http://www.jobleadchina.com/job/4895,20K/MTH - 30K/MTH,Intl Recruit,Others,"Post time: November 21, 2019",Experience: Entry Level,Bachelor,Teaching Center
Math Teacher Needed for International school in Do,http://www.jobleadchina.com/job/4894,25K/MTH - 35K/MTH,Intl Recruit,Dongguan,"Post time: November 21, 2019",Experience: Entry Level,Bachelor,Teaching Center
PE teacher and management position for Internation,http://www.jobleadchina.com/job/4893,20K/MTH - 28K/MTH,Intl Recruit,Chengdu,"Post time: November 21, 2019",Experience: Entry Level,Bachelor,Teaching Center
#ASAP#18-22K ESL English teacher needed for Kinder,http://www.jobleadchina.com/job/4892,18K/MTH - 22K/MTH,Intl Recruit,Shanghai,"Post time: November 20, 2019",Experience: Entry Level,Bachelor,Teaching Center
20-25k#ESL English Teacher Position for Internatio,http://www.jobleadchina.com/job/4891,20K/MTH - 25K/MTH,Intl Recruit,Beijing,"Post time: November 20, 2019",Experience: Entry Level,Master,Teaching Center
ESL Teacher needed in Experimental School in Jiaxi,http://www.jobleadchina.com/job/4890,16K/MTH - 28K/MTH,Intl Recruit,Others,"Post time: November 20, 2019",Experience: Entry Level,Bachelor,Teaching Center
Academic Director Needed in Shenzhen!!35k-40k plus,http://www.jobleadchina.com/job/4889,35K/MTH - 40K/MTH,Intl Recruit,Shenzhen,"Post time: November 20, 2019",Experience: Director,Bachelor,Teaching Center
⭐⭐⭐Hello There! South African Teachers Needed at T,http://www.jobleadchina.com/job/4888,14K/MTH - 18K/MTH,Beijing Dekuaixin Education Consulting,Others,"Post time: November 20, 2019",Experience: Associate,Bachelor,Teaching Center
